fiveStarMovies::movieID	fiveStarMovies::avgRating	oldestFiveStars::movieID	oldestFiveStars::title	oldestFiveStars::year	oldestFiveStars::genre
130976	4.5	130976	Legend No. 17	2013	(Drama)
117192	4.5	117192	Doctor Who: The Time of the Doctor	2013	(Adventure,Drama)
116411	4.5	116411	Tangerines	2013	(Drama)
131098	5.0	131098	Saving Santa	2013	(Animation,Children,Comedy)
110591	4.5	110591	Oculus	2013	(Horror)
109968	4.25	109968	Why Don't You Play In Hell? (Jigoku de naze warui)	2013	(Action,Drama)
109687	5.0	109687	Particle Fever	2013	(Documentary)
109633	5.0	109633	Garden of Words, The (Koto no ha no niwa)	2013	(Animation,Romance)
109161	4.5	109161	Venus in Fur (La Vénus à la fourrure)	2013	(Drama)
108981	4.5	108981	Nymphomaniac: Volume II	2013	(Drama,Mystery)
108727	4.25	108727	Nymphomaniac: Volume I	2013	(Drama)
108078	5.0	108078	Chinese Puzzle (Casse-tête chinois)	2013	(Comedy,Romance)
107951	5.0	107951	Hunting Elephants	2013	(Comedy,Crime)
107771	5.0	107771	Only Lovers Left Alive	2013	(Drama,Horror,Romance)
107462	4.5	107462	Ninja: Shadow of a Tear	2013	(Action,Crime,Thriller)
106642	4.571428571428571	106642	Day of the Doctor, The	2013	(Adventure,Drama,Sci-Fi)
144478	4.5	144478	Sex, Drugs & Taxation	2013	(Comedy,Drama)
105746	4.5	105746	UnHung Hero	2013	(Documentary)
105593	4.5	105593	Filth	2013	(Comedy,Crime,Drama)
105504	4.0476190476190474	105504	Captain Phillips	2013	(Adventure,Drama,Thriller,IMAX)
105197	4.125	105197	Nebraska	2013	(Adventure,Drama)
104879	4.15625	104879	Prisoners	2013	(Drama,Mystery,Thriller)
104069	4.125	104069	Louis C.K.: Oh My God	2013	(Comedy)
103688	4.214285714285714	103688	Conjuring, The	2013	(Horror,Thriller)
103685	4.5	103685	Field in England, A	2013	(Drama,Fantasy,Thriller,War)
103602	5.0	103602	Craig Ferguson: I'm Here To Help	2013	(Comedy,Documentary)
103483	4.5	103483	V/H/S/2	2013	(Horror,Thriller)
103107	4.25	103107	20 Feet from Stardom (Twenty Feet from Stardom)	2013	(Documentary)
100882	4.75	100882	Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei)	2013	(Adventure,Comedy,Fantasy,Romance,IMAX)
166024	4.75	166024	Whiplash	2013	((no genres listed))
117531	5.0	117531	Watermark	2014	(Documentary)
111913	4.5	111913	Lilting	2014	(Drama)
109971	4.5	109971	Ocho apellidos vascos	2014	(Comedy)
134881	4.333333333333333	134881	Love & Mercy	2014	(Drama)
132333	5.0	132333	Seve	2014	(Documentary,Drama)
113829	5.0	113829	One I Love, The	2014	(Comedy,Drama,Romance)
114265	5.0	114265	Laggies	2014	(Comedy,Romance)
114678	4.25	114678	Hector and the Search for Happiness	2014	(Adventure,Comedy,Drama)
115122	4.833333333333333	115122	What We Do in the Shadows	2014	(Comedy,Horror)
110130	4.333333333333333	110130	Nut Job, The	2014	(Adventure,Animation,Children,Comedy)
115569	4.166666666666667	115569	Nightcrawler	2014	(Crime,Drama,Thriller)
110350	4.5	110350	Free to Play	2014	(Documentary)
115828	4.5	115828	Copenhagen	2014	(Adventure,Drama,Romance)
116797	4.02	116797	The Imitation Game	2014	(Drama,Thriller,War)
116817	4.5	116817	Rudderless	2014	(Comedy,Drama)
111146	4.5	111146	Alpha and Omega 3: The Great Wolf Games	2014	(Action,Adventure,Animation,Children,Comedy)
116897	4.25	116897	Wild Tales	2014	(Comedy,Drama,Thriller)
174053	4.75	174053	Black Mirror: White Christmas	2014	(Drama,Horror,Mystery,Sci-Fi,Thriller)
112552	4.0394736842105265	112552	Whiplash	2014	(Drama)
112852	4.0508474576271185	112852	Guardians of the Galaxy	2014	(Action,Adventure,Sci-Fi)
112421	4.333333333333333	112421	Frank	2014	(Comedy,Drama,Mystery)
138632	5.0	138632	Tokyo Tribe	2014	(Action,Crime,Drama,Sci-Fi)
128099	4.5	128099	Jim Jefferies: BARE	2014	(Comedy)
121231	4.125	121231	It Follows	2014	(Horror)
128914	5.0	128914	Tom Segura: Completely Normal	2014	(Comedy)
128991	4.5	128991	Johnny Express	2014	(Animation,Comedy,Sci-Fi)
120625	4.5	120625	The Fool	2014	(Drama)
118930	4.5	118930	Bill Burr: I'm Sorry You Feel That Way	2014	(Comedy)
112868	4.5	112868	Signal, The	2014	(Sci-Fi,Thriller)
112940	4.5	112940	A Most Wanted Man	2014	(Thriller)
113252	4.25	113252	Housebound	2014	(Comedy,Horror,Thriller)
113275	4.5	113275	The Hundred-Foot Journey	2014	(Comedy,Drama)
120138	5.0	120138	PK	2014	(Comedy,Drama,Fantasy,Mystery,Romance)
124851	5.0	124851	Delirium	2014	(Adventure,Romance,Sci-Fi)
120478	4.333333333333333	120478	The Salt of the Earth	2014	(Documentary)
131023	4.5	131023	That Sugar Film	2014	(Documentary)
112515	4.5	112515	Babadook, The	2014	(Drama,Horror,Thriller)
112334	4.5	112334	Internet's Own Boy: The Story of Aaron Swartz, The	2014	(Documentary)
131920	4.5	131920	The Road Within	2014	(Comedy,Drama)
142550	4.5	142550	Ryuzo and the Seven Henchmen	2015	(Action,Comedy)
140162	4.5	140162	Love	2015	(Drama,Romance)
140715	4.214285714285714	140715	Straight Outta Compton	2015	(Drama)
147410	5.0	147410	A Perfect Day	2015	(Comedy,Drama)
140816	4.5	140816	Tangerine	2015	(Comedy,Drama)
139157	4.5	139157	Massu Engira Maasilamani	2015	(Comedy,Horror,Thriller)
143511	5.0	143511	Human	2015	(Documentary)
143559	5.0	143559	L.A. Slasher	2015	(Comedy,Crime,Fantasy)
127152	4.25	127152	Going Clear: Scientology and the Prison of Belief	2015	(Documentary)
134796	5.0	134796	Bitter Lake	2015	(Documentary)
143896	4.5	143896	How To Change The World	2015	(Documentary)
141718	5.0	141718	Deathgasm	2015	(Comedy,Horror)
171917	4.5	171917	Mystère à la Tour Eiffel	2015	(Drama,Mystery,Thriller)
132496	4.5	132496	Danny Collins	2015	(Comedy,Drama)
130840	4.5	130840	Spring	2015	(Horror,Romance,Sci-Fi)
141928	5.0	141928	Bloodsucking Bastards	2015	(Comedy,Horror)
127098	4.375	127098	Louis C.K.: Live at The Comedy Store	2015	(Comedy)
139640	5.0	139640	Ooops! Noah is Gone...	2015	(Animation)
142422	4.25	142422	The Night Before	2015	(Comedy)
144734	4.5	144734	Freaks of Nature	2015	(Comedy,Horror,Sci-Fi)
133867	4.5	133867	Barely Lethal	2015	(Action,Adventure,Comedy)
148632	4.5	148632	Applesauce	2015	(Comedy)
133802	4.25	133802	Slow West	2015	(Action,Thriller,Western)
144976	4.5	144976	Bone Tomahawk	2015	(Horror,Western)
131724	5.0	131724	The Jinx: The Life and Deaths of Robert Durst	2015	(Documentary)
127212	4.5	127212	The Stanford Prison Experiment	2015	(Drama,Thriller)
148881	4.5	148881	World of Tomorrow	2015	(Animation,Comedy)
149350	5.0	149350	Lumberjack Man	2015	(Comedy,Horror)
146684	5.0	146684	Cosmic Scrat-tastrophe	2015	(Animation,Children,Comedy)
142444	5.0	142444	The Editor	2015	(Comedy,Horror,Mystery)
140627	5.0	140627	Battle For Sevastopol	2015	(Drama,Romance,War)
142488	4.157894736842105	142488	Spotlight	2015	(Thriller)
150596	4.25	150596	Doctor Who: The Husbands of River Song	2015	(Comedy,Drama,Sci-Fi)
150696	4.5	150696	Tomorrow	2015	(Documentary)
127116	4.5	127116	Experimenter	2015	(Drama)
132153	5.0	132153	Buzzard	2015	(Comedy,Drama,Horror)
165671	4.5	165671	Ice Guardians	2016	(Documentary)
149830	4.5	149830	Pride and Prejudice and Zombies	2016	(Comedy,Horror,Romance,Thriller)
152970	4.375	152970	Hunt for the Wilderpeople	2016	(Adventure,Comedy)
156025	5.0	156025	Ice Age: The Great Egg-Scapade	2016	(Adventure,Animation,Children,Comedy)
156371	4.166666666666667	156371	Everybody Wants Some	2016	(Comedy)
158027	5.0	158027	SORI: Voice from the Heart	2016	(Drama,Sci-Fi)
158882	5.0	158882	All Yours	2016	(Comedy,Drama,Romance)
158966	4.5	158966	Captain Fantastic	2016	(Drama)
159161	4.5	159161	Ali Wong: Baby Cobra	2016	((no genres listed))
159976	4.5	159976	Pelé: Birth of a Legend	2016	(Drama)
160289	4.5	160289	O.J.: Made in America	2016	(Documentary)
160644	5.0	160644	Indignation	2016	(Drama)
160718	4.5	160718	Piper	2016	(Animation)
160848	4.5	160848	The Red Turtle	2016	(Animation)
161024	4.5	161024	Jim Jefferies: Freedumb	2016	(Comedy)
162344	5.0	162344	Tom Segura: Mostly Stories	2016	(Comedy)
162602	4.5	162602	The Girl on the Train	2016	(Thriller)
163985	4.5	163985	ARQ	2016	(Sci-Fi,Thriller)
164226	4.5	164226	Maximum Ride	2016	(Action,Adventure,Comedy,Fantasy,Sci-Fi,Thriller)
164367	5.0	164367	The Girl with All the Gifts	2016	(Drama,Horror,Sci-Fi,Thriller)
164917	4.5	164917	13th	2016	(Documentary)
165551	4.5	165551	Lion	2016	(Drama)
166568	4.5	166568	Miss Sloane	2016	(Thriller)
166946	4.25	166946	The Founder	2016	(Drama)
167854	4.5	167854	Dana Carvey: Straight White Male, 60	2016	(Comedy)
169034	4.5	169034	Lemonade	2016	((no genres listed))
171011	4.2	171011	Planet Earth II	2016	(Documentary)
173317	4.5	173317	Shadow World	2016	(Documentary)
174909	4.5	174909	Logan Lucky	2017	(Comedy)
176751	4.5	176751	American Made	2017	(Crime,Thriller)
177185	4.5	177185	Maz Jobrani: Immigrant	2017	(Comedy)
177593	4.75	177593	Three Billboards Outside Ebbing, Missouri	2017	(Crime,Drama)
177939	4.5	177939	The Night Is Short, Walk on Girl	2017	(Animation,Romance)
173925	4.25	173925	Seven Sisters	2017	(Sci-Fi,Thriller)
173235	4.5	173235	Tokyo Idols	2017	(Documentary)
173197	4.25	173197	The Square	2017	(Drama)
178827	4.25	178827	Paddington 2	2017	(Adventure,Animation,Children,Comedy)
191005	4.5	191005	Gintama	2017	(Action,Adventure,Comedy,Sci-Fi)
172705	5.0	172705	Tickling Giants	2017	(Documentary)
171763	4.333333333333333	171763	Baby Driver	2017	(Action,Crime,Thriller)
170697	4.125	170697	Gifted	2017	(Drama)
168846	4.5	168846	Neal Brennan: 3 Mics	2017	(Comedy)
168252	4.28	168252	Logan	2017	(Action,Sci-Fi)
179133	5.0	179133	Loving Vincent	2017	(Animation,Crime,Drama)
179135	5.0	179135	Blue Planet II	2017	(Documentary)
168248	4.142857142857143	168248	John Wick: Chapter Two	2017	(Action,Crime,Thriller)
180265	4.5	180265	Jim & Andy: The Great Beyond	2017	(Documentary)
168218	4.5	168218	Kizumonogatari III: Cold Blood	2017	(Animation,Fantasy,Mystery)
180497	4.25	180497	The Post	2017	(Drama,Thriller)
167634	4.5	167634	Fist Fight	2017	(Comedy)
167380	4.5	167380	A Dog's Purpose	2017	(Comedy,Drama)
167064	5.0	167064	I Am Not Your Negro	2017	(Documentary)
181413	4.5	181413	Too Funny to Fail: The Life and Death of The Dana Carvey Show	2017	((no genres listed))
122916	4.025	122916	Thor: Ragnarok	2017	(Action,Adventure,Sci-Fi)
122926	4.15625	122926	Untitled Spider-Man Reboot	2017	(Action,Adventure,Fantasy)
185031	4.5	185031	Alpha	2018	(Adventure,Thriller)
183959	4.5	183959	Tom Segura: Disgraceful	2018	(Comedy)
187717	5.0	187717	Won't You Be My Neighbor?	2018	(Documentary)
188833	4.5	188833	The Man Who Killed Don Quixote	2018	(Adventure,Comedy,Fantasy)
188189	4.5	188189	Sorry to Bother You	2018	(Comedy,Fantasy,Sci-Fi)
188751	4.5	188751	Mamma Mia: Here We Go Again!	2018	(Comedy,Romance)
